,rendered_character,period,image_ID,dataset,SVG description length
647,削,Traditional,削,Hiragino Sans GB,1928
648,来,Simplified,来,SimSun,2724
649,拙,Seal,S09023,hzy,2405
650,等,Simplified,91,casia,4570
651,引,Simplified,29,casia,3084
652,筐,Traditional,筐,Hiragino Sans GB,2116
653,褶,Traditional,褶,Hiragino Sans GB,2814
654,虏,Simplified,81,casia,4464
655,嘬,Simplified,14,casia,4732
656,釀,Traditional,釀,Hiragino Sans GB,4035
657,纽,Seal,S09704,hzy,3876
658,慨,Simplified,4,casia,5019
659,菱,Simplified,菱,Hiragino Sans GB,2974
660,慶,Traditional,慶,SimSun,4320
661,最,Simplified,最,Hiragino Sans GB,2624
662,戳,Simplified,戳,Hiragino Sans GB,3845
663,疼,Simplified,疼,Hiragino Sans GB,3359
664,般,Simplified,128,casia,5403
665,配,Simplified,配,Hiragino Sans GB,2076
666,向,Simplified,向,SimSun,1730
667,銩,Traditional,銩,Hiragino Sans GB,3329
668,昭,Traditional,昭,SimSun,2652
669,痹,Seal,S05425,hzy,3136
670,味,Traditional,味,SimSun,2237
671,讳,Seal,S01709,hzy,3978
672,友,Simplified,142,casia,3342
673,嗷,Simplified,嗷,Hiragino Sans GB,2942
674,踝,Traditional,17,traditional,7083
675,蔬,Simplified,蔬,SimSun,4248
676,蚂,Simplified,蚂,SimSun,2890
677,須,Traditional,20,traditional,5461
678,匝,Traditional,40,traditional,3799
679,拒,Traditional,拒,Hiragino Sans GB,1610
680,燭,Traditional,27,traditional,7264
681,捕,Traditional,捕,SimSun,2832
682,褒,Traditional,8,traditional,5986
683,孪,Simplified,孪,SimSun,2837
684,碟,Traditional,碟,Hiragino Sans GB,2702
685,铝,Simplified,铝,Hiragino Sans GB,1982
686,荒,Simplified,荒,Hiragino Sans GB,1854
687,枣,Simplified,枣,Hiragino Sans GB,2442
688,恩,Traditional,恩,Hiragino Sans GB,2444
689,生,Simplified,生,Hiragino Sans GB,1237
690,靈,Traditional,靈,SimSun,4121
691,者,Traditional,22,traditional,4000
692,皆,Traditional,5,traditional,4502
693,残,Simplified,残,SimSun,4062
694,组,Bronze,B18258,hzy,3660
695,戴,Traditional,戴,SimSun,4504
696,木,Simplified,木,SimSun,1940
697,慎,Traditional,慎,Hiragino Sans GB,2438
698,錨,Traditional,錨,Hiragino Sans GB,2805
699,殃,Seal,S02924,hzy,3566
700,釋,Traditional,54,traditional,5950
701,遁,Traditional,遁,Hiragino Sans GB,2455
702,卷,Traditional,卷,SimSun,3071
703,窜,Simplified,窜,SimSun,2971
704,鞭,Simplified,鞭,Hiragino Sans GB,3172
705,蔑,Simplified,蔑,Hiragino Sans GB,4119
706,呜,Simplified,呜,SimSun,2334
707,拱,Simplified,拱,Hiragino Sans GB,1639
708,陶,Traditional,陶,SimSun,3566
709,脆,Traditional,脆,SimSun,3637
710,北,Simplified,北,Hiragino Sans GB,1726
711,诶,Seal,S01812,hzy,4096
712,友,Traditional,友,Hiragino Sans GB,2838
713,观,Simplified,观,SimSun,2898
714,泥,Traditional,6,traditional,4286
715,僱,Traditional,僱,Hiragino Sans GB,2963
716,汕,Simplified,71,casia,3232
717,鄭,Traditional,鄭,SimSun,4457
718,谚,Simplified,140,casia,3995
719,嘤,Simplified,嘤,Hiragino Sans GB,3497
720,嫁,Traditional,20,traditional,6222
721,盘,Seal,S04263,hzy,4082
722,爹,Traditional,46,traditional,4569
723,摑,Traditional,摑,SimSun,3972
724,說,Traditional,說,Hiragino Sans GB,2454
725,溶,Traditional,16,traditional,4848
726,誇,Traditional,58,traditional,5859
727,臻,Traditional,3,traditional,7483
728,飲,Traditional,57,traditional,6162
729,疑,Simplified,疑,SimSun,4166
730,兔,Traditional,兔,SimSun,3294
731,若,Traditional,49,traditional,4896
732,年,Simplified,年,Hiragino Sans GB,1395
733,峡,Simplified,峡,SimSun,3044
734,呱,Simplified,27,casia,3723
735,涂,Seal,S07904,hzy,3401
736,艇,Simplified,77,casia,5006
737,句,Traditional,49,traditional,3966
738,肺,Traditional,18,traditional,4037
739,医,Simplified,58,casia,4729
740,熏,Simplified,熏,SimSun,3150
741,神,Simplified,10,casia,4052
742,誒,Traditional,誒,Hiragino Sans GB,3034
743,苑,Simplified,苑,SimSun,2853
744,腿,Simplified,腿,SimSun,3066
745,鉤,Traditional,鉤,Hiragino Sans GB,2957
746,沃,Simplified,沃,Hiragino Sans GB,2584
747,宿,Oracle,J17587,hzy,4197
748,蹲,Simplified,蹲,SimSun,3988
749,苺,Traditional,苺,SimSun,2744
750,患,Simplified,患,SimSun,2464
751,伐,Oracle,J19149,hzy,2023
752,右,Traditional,右,Hiragino Sans GB,1683
753,召,Simplified,召,SimSun,2352
754,戟,Traditional,戟,Hiragino Sans GB,2992
755,纂,Simplified,纂,SimSun,5639
756,道,Simplified,道,SimSun,2915
757,丰,Simplified,38,casia,2793
758,帕,Simplified,帕,Hiragino Sans GB,1610
759,懈,Traditional,懈,SimSun,4319
760,若,Seal,S00670,hzy,2838
761,纹,Simplified,纹,SimSun,3315
762,池,Traditional,28,traditional,3987
763,受,Simplified,受,SimSun,3444
764,遂,Seal,S01315,hzy,3585
765,踱,Simplified,踱,Hiragino Sans GB,3199
766,錐,Traditional,錐,Hiragino Sans GB,2868
767,蹉,Simplified,蹉,SimSun,4175
768,慶,Traditional,慶,Hiragino Sans GB,4344
769,硼,Simplified,硼,Hiragino Sans GB,2798
770,乘,Simplified,乘,SimSun,3469
771,鲍,Simplified,鲍,Hiragino Sans GB,3318
772,補,Traditional,補,Hiragino Sans GB,2376
773,波,Simplified,波,Hiragino Sans GB,2975
774,窺,Traditional,窺,Hiragino Sans GB,3361
775,冽,Traditional,冽,Hiragino Sans GB,2383
776,锌,Simplified,137,casia,4250
777,劇,Traditional,劇,Hiragino Sans GB,4103
778,区,Simplified,70,casia,3760
779,鈷,Traditional,鈷,Hiragino Sans GB,2269
780,管,Seal,S03422,hzy,3387
781,紋,Traditional,2,traditional,6121
782,碧,Traditional,碧,Hiragino Sans GB,2416
783,异,Simplified,异,SimSun,2038
784,夕,Simplified,20,casia,2541
785,孖,Traditional,10,traditional,4823
786,礦,Traditional,礦,Hiragino Sans GB,3779
787,岬,Simplified,岬,SimSun,2035
788,无,Seal,S09436,hzy,4765
789,喬,Traditional,喬,SimSun,3764
790,父,Oracle,J05747,hzy,1785
791,察,Simplified,109,casia,4430
792,宅,Simplified,宅,Hiragino Sans GB,2189
793,鼓,Simplified,鼓,SimSun,3230
794,拥,Simplified,59,casia,4673
795,召,Seal,S00939,hzy,2030
796,韶,Traditional,韶,SimSun,2898
797,肆,Traditional,肆,SimSun,3113
798,挚,Oracle,J25922,hzy,3960
799,红,Simplified,83,casia,3676
800,值,Traditional,值,Hiragino Sans GB,2028
801,薯,Traditional,47,traditional,4858
802,匆,Traditional,匆,Hiragino Sans GB,3264
803,汁,Simplified,汁,Hiragino Sans GB,1398
804,计,Simplified,计,Hiragino Sans GB,1153
805,駛,Traditional,9,traditional,5203
806,芜,Simplified,芜,SimSun,2302
807,受,Simplified,23,casia,4544
808,把,Traditional,把,SimSun,2694
809,棕,Traditional,45,traditional,5253
810,揍,Traditional,揍,Hiragino Sans GB,3555
811,醉,Traditional,10,traditional,4844
812,簍,Traditional,45,traditional,6339
813,闕,Traditional,闕,SimSun,4073
814,醫,Traditional,醫,Hiragino Sans GB,4050
815,倏,Simplified,倏,SimSun,3439
816,逞,Simplified,逞,SimSun,2503
817,泰,Seal,S08352,hzy,3521
818,纺,Simplified,19,casia,4195
819,经,Simplified,经,SimSun,3941
820,孚,Simplified,1,casia,3248
821,维,Simplified,维,SimSun,3697
822,叉,Traditional,叉,SimSun,1909
823,盧,Traditional,盧,SimSun,4083
824,硒,Traditional,硒,Hiragino Sans GB,2251
825,厚,Simplified,厚,SimSun,2462
826,訴,Traditional,訴,Hiragino Sans GB,2348
827,隅,Seal,S10811,hzy,4301
828,饼,Simplified,饼,Hiragino Sans GB,2501
829,先,Traditional,先,Hiragino Sans GB,1917
830,书,Seal,S02218,hzy,4744
831,割,Traditional,割,Hiragino Sans GB,1839
832,捻,Simplified,捻,SimSun,3418
833,抗,Simplified,131,casia,3958
834,驭,Simplified,驭,Hiragino Sans GB,3103
835,咒,Traditional,咒,SimSun,2206
836,要,Traditional,58,traditional,6116
837,碾,Simplified,碾,Hiragino Sans GB,3180
838,漱,Simplified,漱,Hiragino Sans GB,3549
839,凭,Simplified,79,casia,4165
840,诀,Simplified,诀,Hiragino Sans GB,2193
841,抹,Traditional,抹,Hiragino Sans GB,2078
842,汶,Simplified,汶,SimSun,2973
843,脉,Simplified,脉,SimSun,2987
844,溅,Simplified,55,casia,5076
845,共,Simplified,143,casia,3526
846,岗,Simplified,岗,SimSun,2429
847,遙,Traditional,7,traditional,5757
848,澳,Simplified,32,casia,5080
849,弹,Simplified,弹,SimSun,2631
850,国,Simplified,91,casia,4732
851,实,Simplified,29,casia,3775
852,第,Simplified,第,Hiragino Sans GB,2791
853,帛,Bronze,B12068,hzy,2248
854,鳌,Simplified,鳌,Hiragino Sans GB,3853
855,優,Traditional,19,traditional,5789
856,央,Traditional,央,Hiragino Sans GB,1742
857,曲,Simplified,6,casia,4404
858,测,Simplified,测,SimSun,2673
859,滥,Simplified,滥,SimSun,3906
860,酩,Seal,S11100,hzy,3892
861,采,Bronze,B08735,hzy,2302
862,妄,Simplified,39,casia,3910
863,少,Seal,S00786,hzy,1780
864,車,Traditional,車,SimSun,1951
865,續,Traditional,8,traditional,7299
866,跡,Traditional,44,traditional,5314
867,胯,Seal,S03017,hzy,3262
868,櫟,Traditional,櫟,Hiragino Sans GB,4931
869,球,Seal,S06132,hzy,3309
870,挾,Traditional,41,traditional,5587
871,极,Simplified,140,casia,4378
872,藪,Traditional,13,traditional,7828
873,娴,Simplified,54,casia,5254
874,鲭,Simplified,鲭,Hiragino Sans GB,2788
875,骏,Simplified,骏,Hiragino Sans GB,4046
876,组,Simplified,50,casia,4110
877,舀,Seal,S05167,hzy,3133
878,陽,Traditional,57,traditional,4915
879,融,Simplified,95,casia,5057
880,壽,Traditional,壽,SimSun,3257
881,侍,Traditional,侍,SimSun,2454
882,晙,Seal,S04860,hzy,3558
883,赶,Bronze,B02246,hzy,2984
884,披,Simplified,141,casia,4910
885,好,Traditional,好,Hiragino Sans GB,2467
886,翰,Traditional,翰,SimSun,4096
887,滞,Simplified,滞,SimSun,3322
888,解,Seal,S03262,hzy,3933
889,盾,Bronze,B05218,hzy,2705
890,洙,Simplified,59,casia,3857
891,租,Seal,S05076,hzy,2594
892,诸,Bronze,B02994,hzy,2896
893,勿,Simplified,80,casia,3756
894,肺,Traditional,肺,Hiragino Sans GB,1603
895,燦,Traditional,燦,Hiragino Sans GB,4191
896,炉,Simplified,炉,SimSun,2183
897,扦,Simplified,66,casia,3492
898,篮,Simplified,篮,Hiragino Sans GB,3105
899,污,Simplified,污,Hiragino Sans GB,1889
900,巧,Simplified,巧,SimSun,2867
901,绝,Simplified,绝,Hiragino Sans GB,3449
902,題,Traditional,題,Hiragino Sans GB,2876
903,躲,Simplified,躲,Hiragino Sans GB,3114
904,棺,Seal,S04399,hzy,3262
905,庆,Bronze,B15383,hzy,4188
906,趣,Simplified,趣,Hiragino Sans GB,3474
907,启,Simplified,24,casia,3660
908,貶,Traditional,貶,SimSun,2829
909,沙,Traditional,沙,SimSun,2471
910,篩,Traditional,篩,SimSun,3885
911,密,Traditional,密,Hiragino Sans GB,2745
912,鬧,Traditional,45,traditional,5856
913,轴,Simplified,轴,SimSun,2934
914,溺,Traditional,溺,SimSun,4194
915,膝,Traditional,膝,Hiragino Sans GB,3618
916,宿,Traditional,宿,SimSun,2524
917,兄,Simplified,兄,SimSun,1648
918,耕,Seal,S03230,hzy,3761
919,偿,Bronze,B12334,hzy,2681
920,裱,Simplified,裱,Hiragino Sans GB,3049
921,诠,Simplified,诠,Hiragino Sans GB,1920
922,炭,Simplified,42,casia,4105
923,炒,Traditional,炒,Hiragino Sans GB,2499
924,沙,Bronze,B15591,hzy,2368
925,壕,Simplified,壕,Hiragino Sans GB,3629
926,寄,Simplified,寄,Hiragino Sans GB,2410
927,廷,Simplified,廷,Hiragino Sans GB,2273
928,忍,Traditional,11,traditional,4388
929,左,Simplified,左,Hiragino Sans GB,1733
930,坪,Seal,S10142,hzy,2288
931,幫,Traditional,40,traditional,5163
932,州,Oracle,J24689,hzy,2694
933,鬥,Traditional,鬥,Hiragino Sans GB,1535
934,聂,Simplified,聂,SimSun,3526
935,洽,Simplified,洽,SimSun,2777
936,羯,Traditional,羯,SimSun,3787
937,楷,Traditional,10,traditional,6675
938,棟,Traditional,棟,SimSun,3237
939,熵,Traditional,熵,Hiragino Sans GB,3500
940,干,Simplified,干,SimSun,1017
941,宕,Traditional,宕,Hiragino Sans GB,1748
942,蠍,Traditional,45,traditional,6357
943,室,Oracle,J17468,hzy,2544
944,小,Bronze,B00911,hzy,2446
945,飛,Traditional,飛,SimSun,4024
946,绯,Simplified,47,casia,4238
947,秧,Simplified,35,casia,4919
948,澄,Traditional,澄,SimSun,3656
949,猜,Simplified,猜,SimSun,3193
950,枕,Simplified,27,casia,4203
951,熒,Traditional,1,traditional,5014
952,驽,Simplified,驽,SimSun,3771
953,禽,Seal,S10928,hzy,3789
954,侨,Simplified,72,casia,3677
955,好,Traditional,好,SimSun,3090
956,蓝,Seal,S00333,hzy,3774
957,不,Traditional,不,SimSun,1746
958,傅,Simplified,傅,Hiragino Sans GB,2328
959,僅,Traditional,4,traditional,4954
960,欣,Traditional,欣,SimSun,3168
961,鬧,Traditional,鬧,SimSun,3601
962,甬,Traditional,42,traditional,4249
963,梗,Traditional,25,traditional,6055
964,股,Simplified,股,Hiragino Sans GB,2583
965,昨,Seal,S04826,hzy,2270
966,湛,Traditional,湛,SimSun,3596
967,幅,Seal,S05555,hzy,2753
968,镰,Simplified,镰,SimSun,4661
969,要,Simplified,24,casia,4221
970,管,Simplified,管,SimSun,3038
971,武,Traditional,武,Hiragino Sans GB,1857
972,哞,Simplified,22,casia,3546
973,姣,Traditional,姣,Hiragino Sans GB,3549
974,弘,Traditional,弘,SimSun,3062
975,围,Simplified,围,SimSun,1835
976,騙,Traditional,騙,SimSun,3972
977,寬,Traditional,44,traditional,5272
978,破,Simplified,破,SimSun,3287
979,藝,Traditional,11,traditional,5164
980,欲,Traditional,22,traditional,5721
981,烹,Traditional,烹,Hiragino Sans GB,2196
982,炯,Simplified,炯,Hiragino Sans GB,2155
983,胀,Simplified,胀,Hiragino Sans GB,1988
984,齡,Traditional,齡,SimSun,4429
985,喳,Traditional,42,traditional,4505
986,彩,Simplified,63,casia,5399
987,度,Traditional,35,traditional,4861
988,渠,Simplified,25,casia,4406
989,粑,Simplified,15,casia,4694
990,骚,Simplified,69,casia,5961
991,顴,Traditional,顴,Hiragino Sans GB,3569
992,际,Seal,S10884,hzy,4556
993,上,Simplified,115,casia,2214
994,习,Seal,S02556,hzy,3730
995,襄,Bronze,B12785,hzy,4198
996,桂,Seal,S03966,hzy,2701
997,船,Traditional,船,Hiragino Sans GB,2388
998,保,Bronze,B12224,hzy,3109
999,夢,Traditional,夢,SimSun,3594
1000,卖,Simplified,卖,Hiragino Sans GB,2431
1001,乒,Traditional,乒,SimSun,2039
1002,辫,Seal,S09622,hzy,4454
1003,假,Simplified,假,Hiragino Sans GB,2774
1004,靓,Simplified,33,casia,4819
1005,震,Seal,S08478,hzy,2920
1006,野,Simplified,野,Hiragino Sans GB,2282
1007,氧,Traditional,氧,SimSun,2874
1008,撒,Simplified,撒,Hiragino Sans GB,3235
1009,閱,Traditional,16,traditional,4545
1010,千,Oracle,J04847,hzy,1500
1011,幹,Traditional,幹,SimSun,3390
1012,煸,Traditional,煸,Hiragino Sans GB,2718
1013,獺,Traditional,50,traditional,7586
1014,鯨,Traditional,鯨,Hiragino Sans GB,3599
1015,榎,Traditional,榎,Hiragino Sans GB,3293
1016,荨,Simplified,30,casia,4039
1017,相,Bronze,B05032,hzy,3262
1018,唬,Simplified,唬,SimSun,3246
1019,秦,Simplified,126,casia,4230
1020,貼,Traditional,35,traditional,4727
1021,存,Traditional,存,Hiragino Sans GB,1898
1022,卓,Seal,S05940,hzy,2471
1023,洙,Traditional,洙,SimSun,2735
1024,穩,Traditional,穩,SimSun,4224
1025,職,Traditional,職,Hiragino Sans GB,3313
1026,簾,Traditional,43,traditional,5629
1027,倦,Simplified,倦,Hiragino Sans GB,3560
1028,披,Traditional,32,traditional,5611
1029,報,Traditional,報,Hiragino Sans GB,2663
1030,佬,Traditional,佬,SimSun,3830
1031,詭,Traditional,詭,SimSun,3764
1032,钜,Simplified,钜,Hiragino Sans GB,1726
1033,时,Simplified,时,SimSun,1609
1034,剪,Traditional,4,traditional,3512
1035,鞍,Simplified,鞍,Hiragino Sans GB,3329
1036,灭,Simplified,灭,Hiragino Sans GB,1986
1037,賈,Traditional,19,traditional,5137
1038,毀,Traditional,毀,Hiragino Sans GB,2767
1039,苺,Traditional,44,traditional,4311
1040,棺,Traditional,棺,Hiragino Sans GB,2018
1041,鼾,Traditional,鼾,SimSun,3325
1042,绝,Bronze,B18223,hzy,3538
1043,腐,Traditional,腐,Hiragino Sans GB,3071
1044,猶,Traditional,猶,Hiragino Sans GB,3219
1045,飯,Traditional,24,traditional,7033
1046,光,Oracle,J23059,hzy,2527
1047,外,Traditional,外,Hiragino Sans GB,2262
1048,輕,Traditional,輕,SimSun,3533
1049,蘿,Traditional,25,traditional,6867
1050,拘,Traditional,17,traditional,4888
1051,芝,Traditional,3,traditional,4556
1052,冈,Simplified,冈,SimSun,1979
1053,陰,Traditional,陰,SimSun,3647
1054,策,Seal,S03400,hzy,3177
1055,烹,Traditional,29,traditional,3315
1056,危,Traditional,危,SimSun,2695
1057,霄,Simplified,86,casia,4744
1058,癟,Traditional,癟,SimSun,4361
1059,继,Bronze,B18224,hzy,3325
1060,虛,Traditional,虛,SimSun,3272
1061,绮,Simplified,15,casia,4883
1062,閹,Traditional,20,traditional,6847
1063,晴,Traditional,晴,SimSun,2466
1064,灼,Traditional,灼,Hiragino Sans GB,2565
1065,拇,Simplified,拇,SimSun,3509
1066,疚,Traditional,19,traditional,3856
1067,悬,Simplified,悬,Hiragino Sans GB,2689
1068,月,Bronze,B10305,hzy,2201
1069,嘉,Traditional,嘉,SimSun,2958
1070,腮,Simplified,腮,Hiragino Sans GB,2842
1071,闰,Simplified,闰,Hiragino Sans GB,1306
1072,斟,Simplified,斟,Hiragino Sans GB,2366
1073,兒,Traditional,兒,SimSun,2363
1074,坨,Simplified,坨,Hiragino Sans GB,2212
1075,掩,Simplified,141,casia,5496
1076,骥,Simplified,27,casia,6163
1077,牡,Traditional,牡,Hiragino Sans GB,1480
1078,報,Traditional,1,traditional,6287
1079,粒,Traditional,46,traditional,4883
1080,变,Simplified,90,casia,3499
1081,過,Traditional,15,traditional,5281
1082,唔,Traditional,唔,SimSun,2715
1083,天,Simplified,7,casia,3425
1084,灾,Simplified,灾,SimSun,2692
1085,癲,Traditional,6,traditional,6419
1086,睡,Traditional,睡,SimSun,3245
1087,深,Simplified,深,SimSun,3066
1088,避,Simplified,128,casia,4423
1089,较,Simplified,较,SimSun,3574
1090,拼,Simplified,拼,SimSun,3111
1091,階,Traditional,41,traditional,5074
1092,邢,Simplified,邢,Hiragino Sans GB,1901
1093,敌,Simplified,106,casia,5048
1094,谭,Simplified,谭,SimSun,3113
1095,并,Bronze,B15312,hzy,3519
1096,脏,Simplified,脏,Hiragino Sans GB,2077
1097,戲,Traditional,戲,SimSun,5268
1098,舞,Simplified,舞,Hiragino Sans GB,3146
1099,腳,Traditional,腳,Hiragino Sans GB,2779
1100,乞,Simplified,6,casia,2965
1101,慕,Bronze,B15407,hzy,3477
1102,决,Simplified,决,SimSun,2403
1103,蓬,Seal,S00748,hzy,4857
1104,立,Simplified,38,casia,3299
1105,初,Simplified,初,SimSun,2556
1106,奸,Seal,S09359,hzy,5006
1107,刺,Simplified,刺,Hiragino Sans GB,2011
1108,学,Bronze,B04781,hzy,4240
1109,治,Traditional,31,traditional,5009
1110,缅,Simplified,缅,SimSun,3191
1111,慰,Traditional,慰,SimSun,3761
1112,病,Traditional,37,traditional,5165
1113,誰,Traditional,5,traditional,5334
1114,把,Simplified,把,SimSun,2694
1115,羈,Traditional,46,traditional,7832
1116,愤,Simplified,愤,SimSun,2992
1117,呵,Traditional,呵,SimSun,1896
1118,咖,Traditional,34,traditional,4439
1119,送,Simplified,送,Hiragino Sans GB,2412
1120,騙,Traditional,騙,Hiragino Sans GB,3126
1121,獸,Traditional,獸,SimSun,3724
1122,补,Simplified,97,casia,3213
1123,燃,Simplified,燃,Hiragino Sans GB,3977
1124,晌,Simplified,晌,Hiragino Sans GB,1728
1125,衣,Seal,S05978,hzy,2040
1126,温,Simplified,温,SimSun,3170
1127,苯,Traditional,苯,Hiragino Sans GB,1691
1128,敝,Simplified,敝,Hiragino Sans GB,2969
1129,狒,Simplified,狒,Hiragino Sans GB,2803
1130,胸,Simplified,胸,SimSun,3533
1131,锲,Simplified,锲,Hiragino Sans GB,2953
1132,芽,Simplified,芽,Hiragino Sans GB,1826
1133,妓,Traditional,妓,Hiragino Sans GB,2838
1134,代,Simplified,109,casia,3323
1135,遥,Simplified,27,casia,4810
1136,咻,Simplified,咻,Hiragino Sans GB,2610
1137,冈,Simplified,冈,Hiragino Sans GB,1569
1138,珍,Simplified,114,casia,4515
1139,荼,Traditional,荼,SimSun,3274
1140,射,Bronze,B08157,hzy,2789
1141,冀,Traditional,42,traditional,4945
1142,朕,Traditional,朕,SimSun,3059
1143,珠,Traditional,珠,Hiragino Sans GB,2566
1144,遊,Traditional,遊,SimSun,3871
1145,欖,Traditional,欖,Hiragino Sans GB,4259
1146,狠,Traditional,21,traditional,6245
1147,胃,Simplified,胃,SimSun,2065
1148,嫺,Traditional,嫺,Hiragino Sans GB,3030
1149,股,Traditional,股,Hiragino Sans GB,2583
1150,埃,Traditional,1,traditional,5815
1151,感,Simplified,感,SimSun,3548
1152,抱,Simplified,抱,SimSun,3346
1153,迎,Simplified,迎,SimSun,2738
1154,挞,Simplified,挞,Hiragino Sans GB,2428
