,image_path,perimetric_complexity,pixel_complexity
170,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/佳_Simplified_佳.png,304.0054698117099,1299.0
171,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/佷_Simplified_佷.png,371.0418956281398,1491.0
172,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/使_Simplified_使.png,362.985077829265,1471.0
173,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/侃_Simplified_侃.png,301.3024085406252,1233.0
174,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/侄_Simplified_侄.png,318.8276661367834,1285.0
175,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/來_Simplified_來.png,314.11233807509444,1095.0
176,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/侈_Simplified_侈.png,364.4532097023893,1233.0
177,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/例_Simplified_例.png,356.7793815321124,1397.0
178,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/侍_Simplified_侍.png,291.7259508482129,1211.0
179,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/供_Simplified_供.png,297.911444868559,1175.0
180,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/依_Simplified_依.png,320.4858447268144,1146.0
181,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/侠_Simplified_侠.png,315.1095201547002,1167.0
182,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/侣_Simplified_侣.png,332.7653587843041,1437.0
183,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/侦_Simplified_侦.png,308.6777037182377,1208.0
184,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/侧_Simplified_侧.png,393.9244018613879,1597.0
